Zeit_Messung (sec);R (Ohm)
830,36;372,93
830,48;372,93
830,61;372,93
830,73;372,93
830,86;372,93
830,98;372,93
831,11;372,94
831,23;372,93
831,36;372,93
831,49;372,93
831,61;372,93
831,73;372,93
831,86;372,93
831,98;372,93
832,11;372,93
832,23;372,93
832,36;372,93
832,48;372,94
832,61;372,93
832,73;372,93
832,86;372,93
832,98;372,93
833,11;372,93
833,23;372,92
833,36;372,93
833,48;372,92
833,61;372,93
833,73;372,93
833,86;372,93
833,98;372,93
834,11;372,92
834,24;372,93
834,36;372,92
834,48;372,92
834,61;372,92
834,73;372,92
834,86;372,92
834,98;372,92
835,11;372,92
835,23;372,92
835,36;372,92
835,48;372,92
835,61;372,92
835,73;372,92
835,86;372,92
835,98;372,92
836,11;372,91
836,23;372,91
836,36;372,91
836,48;372,91
836,61;372,91
836,73;372,91
836,86;372,91
836,98;372,91
837,11;372,90
837,23;372,91
837,36;372,90
837,48;372,90
837,61;372,90
837,73;372,90
837,90;372,90
837,98;372,90
